PersonID,FirstName,LastName,OrganizationID,DocumentID,AuthorID,EmailAddress,OtherNames,FormerInstitution
2076,Neshe,Nazifova-Tasinova,1045,WOS:000706622600037,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:000555905005005,,,,
2020,Oriana,Lo Re,1067,WOS:000870328200001,,,,
2122,Yuliya,Bazdarska,1028,WOS:000854435700229,,,,
2113,Veselina,Panayotova,1047,WOS:000613924400004,,,,
2041,Albena,Merdzhanova,1047,WOS:000724457500001,,,,
2480,Violeta,Iotova,1028,WOS:001091262801266,,,,
2179,Dobrinka,Damyanova,1042,WOS:000671581700020,,,,
2521,Aneliya,Klisarova,1035,WOS:001220495200003,,,,
2185,Tsanka D.,Dikova,1040,WOS:000632387500118,,,,
2053,Minko,Milev,1008,WOS:000613951300006,,,,
2457,Tsvetelina,Yordanova,1018,WOS:000709355001329,,,,
2166,Borislav,Chaushev,1043,WOS:001084059700390,,,,
2335,Nikolay,Georgiev,1037,WOS:000602827700001,,,,
2309,Deyan,Dzhenkov,1015,WOS:000707658000007,,,,
2385,Milena,Stoyanova,1020,WOS:000779367702475,,,,
2025,Lubomir,Makedonski,1047,WOS:001174855000001,,,,
2528,Toni,Kondev,1023,WOS:000931522800002,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:000964931300018,,,,
2520,Antoniya,Kisheva,1036,WOS:001256619700295,,,,
2385,Milena,Stoyanova,1020,WOS:000696302600630,,,,
2113,Veselina,Panayotova,1047,WOS:000959162300001,,,,
2113,Veselina,Panayotova,1047,WOS:000790680200001,,,,
2076,Neshe,Nazifova-Tasinova,1045,WOS:001117556800001,,,,
2273,Stanila,Stoeva,1051,WOS:001283312900001,,,,
2469,Aleksandar,Zlatarov,1016,WOS:000821600100001,,,,
2358,Daniela,Gerova,1014,WOS:001283137202046,,,,
2521,Aneliya,Klisarova,1035,WOS:000857046603183,,,,
2296,Klara G.,Dokova,1059,WOS:001234975200007,,,,
2253,Stanislav,Slavchev,1005,WOS:000735610700001,,,,
2243,Nikolay R.,Sapundzhiev,1023,WOS:000933684800007,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:001271268600001,,,,
2019,Mariya,Levkova,1020,WOS:000885824500001,,,,
2480,Violeta,Iotova,1028,WOS:000531714000002,,,,
2195,Eleonora G.,Dimitrova,1025,WOS:001053772001303,,,,
2480,Violeta,Iotova,1028,WOS:000891914902257,,,,
2104,Panayot N.,Nikolov,1056,WOS:000671581700024,,,,
2245,Sevim,Shefket,1014,WOS:001283137200435,,,,
2426,Natalya,Usheva,1059,WOS:000830177800001,,,,
2371,Viliana,Gugleva,1050,WOS:001047851400001,,,,
2166,Borislav,Chaushev,1043,WOS:001332779404067,,,,
2426,Natalya,Usheva,1059,WOS:001265930200001,,,,
2196,Vladina Miroslavova,Dimitrova,1063,WOS:000782846900003,,,,
2338,Avgustina C.,Georgieva,1037,WOS:000778573400552,,,,
2480,Violeta,Iotova,1028,WOS:001211446100001,,,,
2306,Marina,Dyankova,1035,WOS:000857046603196,,,,
2090,Velichka,Andonova,1050,WOS:000774734100001,,,,
2436,Svetlin,Varbanov,1005,WOS:001071546800001,,,,
2387,Kalina,Stoyanova,1019,WOS:000575508000006,,,,
2265,Rositsa,Stancheva,1047,WOS:000648176100001,,,,
2185,Tsanka D.,Dikova,1040,WOS:001193405800001,,,,
2106,Silviya P.,Nikolova,1059,WOS:001105796000001,,,,
2176,Nikolay V.,Conev,1025,WOS:000915522900001,,,,
2400,Tatina,Todorova,1021,WOS:000613924400004,,,,
2151,Stanislava,Bogomilova,1061,WOS:001153783800008,,,,
2420,Kaloyan,Tsochev,1028,WOS:000829197300001,,,,
2076,Neshe,Nazifova-Tasinova,1045,WOS:000859989500002,,,,
2448,Manlio,Vinciguerra,1067,WOS:000984314500013,,,,
2091,Silva P.,Andonova,1022,WOS:000726524900001,,,,
2107,Krastena,Nikolova,1052,WOS:001020360600001,,,,
2457,Tsvetelina,Yordanova,1018,WOS:001332779402259,,,,
2187,Svetoslav,Dimitrov,1036,WOS:001107398706013,,,,
2393,Tsvetelina,Tarpomanova,1008,WOS:001171007700014,,,,
2292,Diana A.,Dobreva,1047,WOS:000663076300011,,,,
2378,Svetlana,Hristova,1017,WOS:000625162301261,,,,
2268,Hari,Stefanov,1028,WOS:001091262802205,,,,
2113,Veselina,Panayotova,1047,WOS:000895221100001,,,,
2440,Radostina,Vasileva,1040,WOS:000613924400005,,,,
2319,Sonya,Galcheva,1028,WOS:000854435700040,,,,
2272,Lyuben,Stoev,1015,WOS:001106473900004,,,,
2253,Stanislav,Slavchev,1005,WOS:000902970500001,,,,
2176,Nikolay V.,Conev,1025,WOS:000866211602083,,,,
2390,Zhivka,Stoykova,1021,WOS:001138224500001,,,,
2425,Maria,Tzaneva,1015,WOS:000484776100001,,,,
2469,Aleksandar,Zlatarov,1016,WOS:000776574300014,,,,
2426,Natalya,Usheva,1059,WOS:000703571900027,,,,
2489,Eliyana,Ivanova,1056,WOS:001153778000019,,,,
2110,Denis,Niyazi,1021,WOS:000996103400022,,,,
2180,Zhivka,Dancheva,1035,WOS:000709355001297,,,,
2216,Maria A.,Radanova,1045,WOS:001131807700001,,,,
2480,Violeta,Iotova,1028,WOS:001366024301230,,,,
2166,Borislav,Chaushev,1043,WOS:001138534100008,,,,
2309,Deyan,Dzhenkov,1015,WOS:000610131600001,,,,
2042,Ilina,Micheva,1037,WOS:000717640800259,,,,
2107,Krastena,Nikolova,1052,WOS:001384216900001,,,,
2485,Krasimir D.,Ivanov,1016,WOS:000821600100001,,,,
2248,Yani,Shivachev,1061,WOS:000575516400001,,,,
2292,Diana A.,Dobreva,1047,WOS:001174863100003,,,,
2429,Georgi N.,Valchev,1008,WOS:000891914901377,,,,
2003,Tsvetelina,Kostadinova,1008,WOS:001138534100002,,,,
2053,Minko,Milev,1008,WOS:001315548100001,,,,
2165,Rositsa,Chamova,1056,WOS:000895463401234,,,,
2444,Margarita,Velikova,1030,WOS:001381258900019,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:000692653200119,,,,
2561,Denitza,Zaneva-Hristova,1039,WOS:001268521300016,,,,
2319,Sonya,Galcheva,1028,WOS:001035173200001,,,,
2490,Diana G.,Ivanova,1045,WOS:000513770000085,,,,
2067,Nikolay,Mladenov,1011,WOS:001318567900001,,,,
2146,Kristina,Bliznakova,1057,WOS:000589927100037,,,,
2306,Marina,Dyankova,1035,WOS:001332779402405,,,,
2146,Kristina,Bliznakova,1057,WOS:000537810100016,,,,
2448,Manlio,Vinciguerra,1067,WOS:001099794000011,,,,
2378,Svetlana,Hristova,1017,WOS:000850279007102,,,,
2047,Galya M.,Mihaylova,1045,WOS:000748142300001,,,,
2178,Tatyana,Cvetkova,1019,WOS:000536137400003,,,,
2211,Katya,Peycheva,1047,WOS:000582884700001,,,,
2042,Ilina,Micheva,1037,WOS:001321370800001,,,,
2253,Stanislav,Slavchev,1005,WOS:000974401000001,,,,
2055,Mario,Milkov,1040,WOS:001295366700061,,,,
2375,Stanislava,Hadzhieva,1056,WOS:001092365301501,,,,
2480,Violeta,Iotova,1028,WOS:000608480200018,,,,
2315,Neli,Ermenlieva,1021,WOS:000613924400004,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:000956938300001,,,,
2386,Irina I.,Stoyanova,1012,WOS:000639982800001,,,,
2119,Boyan,Balev,1018,WOS:000581769201145,,,,
2426,Natalya,Usheva,1059,WOS:000873968400001,,,,
2358,Daniela,Gerova,1014,WOS:001283137202012,,,,
2030,Sonya,Marina,1019,WOS:000575508000002,,,,
2450,Dinnar,Yahya,1020,WOS:000779367702477,,,,
2470,Zornitsa Ivanova,Zlatarova,1063,WOS:000666453100001,,,,
2105,Miglena N.,Nikolova,1045,WOS:000738591400001,,,,
2245,Sevim,Shefket,1014,WOS:000811569200756,,,,
2325,Georgi,Gavrailov,1050,WOS:000774734100001,,,,
2452,Galina,Yaneva,1046,WOS:000641742900011,,,,
2180,Zhivka,Dancheva,1035,WOS:001023826600001,,,,
2028,Paraskeva,Mancheva,1061,WOS:001153783800007,,,,
2190,Dimitrinka,Rosenova,1063,WOS:000928000100001,,,,
2360,Peter,Ghenev,1015,WOS:000978520700011,,,,
2495,Desislava,Ivanova,1045,WOS:000643729900001,,,,
2277,Temenuga,Stoeva,1021,WOS:001151585400001,,,,
2027,Doroteya,Malinova,1015,WOS:000682990800018,,,,
2133,Rouzha,Pancheva,1056,WOS:000811569200298,,,,
2277,Temenuga,Stoeva,1021,WOS:001023436600007,,,,
2176,Nikolay V.,Conev,1025,WOS:000864724100194,,,,
2527,Nikola,Kolev,1016,WOS:001076400800024,,,,
2465,Neli,Zgurova,1015,WOS:000821600100001,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:001058500205027,,,,
2451,Valentina,Alexandrova,1037,WOS:000811569200705,,,,
2145,Zhivko,Bliznakov,1057,WOS:000776574300014,,,,
2090,Velichka,Andonova,1050,WOS:000956804200001,,,,
2253,Stanislav,Slavchev,1005,WOS:000787730000007,,,,
2131,Gabriela,Panayotova,1030,WOS:001138534100029,,,,
2558,Zhivko,Zhekov,1024,WOS:001239668800003,,,,
2512,Teodora,Karamfilova,1028,WOS:000696302600329,,,,
2166,Borislav,Chaushev,1043,WOS:000709355000144,,,,
2082,Gergana,Nenova,1061,WOS:000927059300001,,,,
2105,Miglena N.,Nikolova,1045,WOS:001117556800001,,,,
2390,Zhivka,Stoykova,1021,WOS:000575514800003,,,,
2588,Miroslav,Stoykov,1040,WOS:001295366700061,,,,
2159,Petya,Boycheva,1046,WOS:000978790600018,,,,
2091,Silva P.,Andonova,1022,WOS:000740105400001,,,,
2136,Maria,Panteleeva-Popova,1054,WOS:000613951300011,,,,
2148,Yana,Bocheva,1014,WOS:000811569200705,,,,
2098,Zhivko,Apostolov,1032,WOS:001060676601262,,,,
2461,Lili,Yosifova,1058,WOS:001343418200248,,,,
2456,Nikolinka,Yordanova,1028,WOS:000696302600329,,,,
2276,Tanya,Stoeva,1035,WOS:001084059703443,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:000960850400003,,,,
2309,Deyan,Dzhenkov,1015,WOS:000787261900487,,,,
2490,Diana G.,Ivanova,1045,WOS:000558722000366,,,,
2434,Desislava,Vankova,1059,WOS:001256440500001,,,,
2452,Galina,Yaneva,1046,WOS:000741367200002,,,,
2073,Darina,Naydenova,1056,WOS:000605268703507,,,,
2437,Boryana,Varbanova,1028,WOS:001366024302265,,,,
2390,Zhivka,Stoykova,1021,WOS:001138534100002,,,,
2358,Daniela,Gerova,1014,WOS:001283137200259,,,,
2406,Anton B.,Tonchev,1012,WOS:000697350600002,,,,
2176,Nikolay V.,Conev,1025,WOS:000670004200055,,,,
2491,Nadezhda,Ivanova,1050,WOS:001256022400001,,,,
2230,Maria,Rohova,1055,WOS:000741367200012,,,,
2090,Velichka,Andonova,1050,WOS:000582502400002,,,,
2457,Tsvetelina,Yordanova,1018,WOS:001084059703434,,,,
2146,Kristina,Bliznakova,1057,WOS:000841720600040,,,,
2481,Martin N.,Ivanov,1012,WOS:000722174500001,,,,
2490,Diana G.,Ivanova,1045,WOS:000611838100001,,,,
2090,Velichka,Andonova,1050,WOS:000952645800001,,,,
2480,Violeta,Iotova,1028,WOS:000854435700229,,,,
2116,Antoniya,Atanassova,1012,WOS:000518803402111,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:000587365202027,,,,
2445,Deyana,Velkova,1015,WOS:000722090900003,,,,
2480,Violeta,Iotova,1028,WOS:000911924700001,,,,
2249,Tanya,Shivacheva,1036,WOS:001107398703289,,,,
2211,Katya,Peycheva,1047,WOS:001174863100004,,,,
2502,Valeria,Kaleva,1028,WOS:000854435702247,,,,
2068,Daniel,Monov,1008,WOS:001153778000009,,,,
2317,Radina,Fuchidzhieva,1022,WOS:001171007700007,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:001058307000370,,,,
2003,Tsvetelina,Kostadinova,1008,WOS:000575514800003,,,,
2107,Krastena,Nikolova,1052,WOS:001219867300001,,,,
2480,Violeta,Iotova,1028,WOS:001091262802057,,,,
2448,Manlio,Vinciguerra,1067,WOS:000725337500001,,,,
2306,Marina,Dyankova,1035,WOS:001084059703443,,,,
2041,Albena,Merdzhanova,1047,WOS:000648176100001,,,,
2111,Nikiforos,Okkalidis,1067,WOS:000886543600006,,,,
2309,Deyan,Dzhenkov,1015,WOS:000766694100007,,,,
2443,Yoanna,Velevska-Vatova,1019,WOS:000575508000002,,,,
2480,Violeta,Iotova,1028,WOS:001074492800005,,,,
2206,Lilyana,Petkova,1015,WOS:001046581100008,,,,
2387,Kalina,Stoyanova,1019,WOS:000751870800006,,,,
2480,Violeta,Iotova,1028,WOS:000695736700001,,,,
2420,Kaloyan,Tsochev,1028,WOS:000531831300080,,,,
2257,Violeta,Snegarova,1056,WOS:000843061900001,,,,
2148,Yana,Bocheva,1014,WOS:001091262802057,,,,
2190,Dimitrinka,Rosenova,1063,WOS:000646194100091,,,,
2113,Veselina,Panayotova,1047,WOS:001174863100003,,,,
2531,Yavor,Kornovski,1007,WOS:001074035200009,,,,
2431,Stefka,Valcheva-Kuzmanova,1029,WOS:001258223500009,,,,
2207,Petar M.,Petrov,1032,WOS:000503085200020,,,,
2457,Tsvetelina,Yordanova,1018,WOS:000709355001293,,,,
2166,Borislav,Chaushev,1043,WOS:001332779402282,,,,
2457,Tsvetelina,Yordanova,1018,WOS:001332779402403,,,,
2480,Violeta,Iotova,1028,WOS:000852723700005,,,,
2166,Borislav,Chaushev,1043,WOS:001084059703511,,,,
2507,Branimir,Kanazirev,1031,WOS:000672599906024,,,,
2253,Stanislav,Slavchev,1005,WOS:000709688000012,,,,
2165,Rositsa,Chamova,1056,WOS:001092365301501,,,,
2146,Kristina,Bliznakova,1057,WOS:000802227900130,,,,
2333,Georgi,Georgiev,1039,WOS:000741367200031,,,,
2195,Eleonora G.,Dimitrova,1025,WOS:000560368308570,,,,
2046,Silvia G.,Mihaylova,1008,WOS:000751870800026,,,,
2307,Y.,Dyankova,1028,WOS:000656638700505,,,,
2319,Sonya,Galcheva,1028,WOS:000643346900001,,,,
2216,Maria A.,Radanova,1045,WOS:000852601300001,,,,
2047,Galya M.,Mihaylova,1045,WOS:000643729900001,,,,
2434,Desislava,Vankova,1059,WOS:001397308400009,,,,
2185,Tsanka D.,Dikova,1040,WOS:000856838700001,,,,
2159,Petya,Boycheva,1046,WOS:000641742900011,,,,
2230,Maria,Rohova,1055,WOS:000577470300006,,,,
2167,Sofiya,Chausheva,1035,WOS:000577424101312,,,,
2319,Sonya,Galcheva,1028,WOS:000525950100067,,,,
2090,Velichka,Andonova,1050,WOS:001047888200001,,,,
2469,Aleksandar,Zlatarov,1016,WOS:001199831600039,,,,
2462,Yoto T.,Yotov,1036,WOS:001256619700295,,,,
2042,Ilina,Micheva,1037,WOS:001103891100001,,,,
2487,Yonka,Ivanova,1024,WOS:000735610700001,,,,
2138,Emil D.,Parvanov,1067,WOS:000930593100001,,,,
2521,Aneliya,Klisarova,1035,WOS:000709355000139,,,,
2375,Stanislava,Hadzhieva,1056,WOS:001153778000022,,,,
2047,Galya M.,Mihaylova,1045,WOS:000845647500001,,,,
2409,Albena,Toneva,1056,WOS:001105796000001,,,,
2480,Violeta,Iotova,1028,WOS:000817796200001,,,,
2033,Rostislav,Marinov,1034,WOS:000785980700026,,,,
2133,Rouzha,Pancheva,1056,WOS:001180069600001,,,,
2279,Dragomir Svetozarov,Stoyanov,1025,WOS:001131807700001,,,,
2166,Borislav,Chaushev,1043,WOS:001332779404065,,,,
2171,Trifon,Chervenkov,1020,WOS:001011477000008,,,,
2395,Oskan,Tasinov,1045,WOS:000706622600037,,,,
2406,Anton B.,Tonchev,1012,WOS:001089312300001,,,,
2480,Violeta,Iotova,1028,WOS:000680528500007,,,,
2315,Neli,Ermenlieva,1021,WOS:001153778000019,,,,
2253,Stanislav,Slavchev,1024,WOS:001149200300001,,,,
2406,Anton B.,Tonchev,1012,WOS:001072037000001,,,,
2530,Andreas,Kontny,1012,WOS:001038634200001,,,,
2012,S.,Krasteva,1032,WOS:000897965700409,,,,
2032,Petko,Marinov,1051,WOS:001138534100021,,,,
2512,Teodora,Karamfilova,1028,WOS:000854435700221,,,,
2480,Violeta,Iotova,1028,WOS:001017030900001,,,,
2110,Denis,Niyazi,1021,WOS:001365542800001,,,,
2448,Manlio,Vinciguerra,1067,WOS:000644316300001,,,,
2418,Gabriela,Tsankova,1021,WOS:000613924400004,,,,
2216,Maria A.,Radanova,1045,WOS:000845647500001,,,,
2116,Antoniya,Atanassova,1012,WOS:000778573400210,,,,
2042,Ilina,Micheva,1037,WOS:001082837700077,,,,
2385,Milena,Stoyanova,1020,WOS:001366024302084,,,,
2091,Silva P.,Andonova,1022,WOS:000712442200602,,,,
2385,Milena,Stoyanova,1020,WOS:000598482602484,,,,
2019,Mariya,Levkova,1020,WOS:001050507001136,,,,
2046,Silvia G.,Mihaylova,1008,WOS:001314146400554,,,,
2161,Kameliya,Bratoeva,1030,WOS:000546638800512,,,,
2480,Violeta,Iotova,1028,WOS:001309753500001,,,,
2092,Radosveta S.,Andreeva,1042,WOS:000577470300004,,,,
2319,Sonya,Galcheva,1028,WOS:001346952400001,,,,
2297,Dobrinka,Doncheva,1030,WOS:001153778000037,,,,
2452,Galina,Yaneva,1046,WOS:000704902800002,,,,
2249,Tanya,Shivacheva,1036,WOS:001107398706011,,,,
2277,Temenuga,Stoeva,1021,WOS:000881318000001,,,,
2277,Temenuga,Stoeva,1021,WOS:000831033300001,,,,
2070,Rosina,Moraliyska,1038,WOS:001107398706013,,,,
2133,Rouzha,Pancheva,1056,WOS:000882803600001,,,,
2176,Nikolay V.,Conev,1025,WOS:000768668000001,,,,
2107,Krastena,Nikolova,1052,WOS:000870301400008,,,,
2406,Anton B.,Tonchev,1012,WOS:000684561600017,,,,
2026,Biser,Makelov,1027,WOS:000765702800001,,,,
2044,Nikolay L.,Mihaylov,1055,WOS:000667969200001,,,,
2006,Ivan,Kostov,1024,WOS:001233915200010,,,,
2055,Mario,Milkov,1040,WOS:000911202200010,,,,
2435,Deyana Georgieva,Vankova,1045,WOS:001307407800001,,,,
2487,Yonka,Ivanova,1024,WOS:000704965800009,,,,
2562,Yana,Deyanova,1028,WOS:001366024301001,,,,
2029,Rostislav,Manev,1025,WOS:000915522900001,,,,
2309,Deyan,Dzhenkov,1015,WOS:000779036800001,,,,
2480,Violeta,Iotova,1028,WOS:000925748000001,,,,
2388,Elitsa,Stoychev,1051,WOS:000751327200001,,,,
2346,Emilia,Georgieva,1008,WOS:000741367200007,,,,
2482,Stoyan,Ivanov,1027,WOS:001153778000004,,,,
2106,Silviya P.,Nikolova,1059,WOS:001138534100029,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:000730477800001,,,,
2313,Yavor,Enchev,1023,WOS:000694886400560,,,,
2255,Iliya Zhelev,Slavov,1046,WOS:000910705500001,,,,
2489,Eliyana,Ivanova,1056,WOS:001092365301501,,,,
2424,Antoaneta,Tsvetkova,1008,WOS:001256440500001,,,,
2531,Yavor,Kornovski,1007,WOS:001171525600009,,,,
2157,Mila,Boyadzhieva,1037,WOS:000811569200756,,,,
2203,Zlatina,Peteva,1047,WOS:000546638800258,,,,
2063,Valentina,Miteva,1020,WOS:001050507001136,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:001201413100013,,,,
2490,Diana G.,Ivanova,1045,WOS:000982169600003,,,,
2435,Deyana Georgieva,Vankova,1045,WOS:000621797100001,,,,
2133,Rouzha,Pancheva,1056,WOS:000713802501682,,,,
2369,Dimitar I.,Grupchev,1008,WOS:000696914800005,,,,
2452,Galina,Yaneva,1046,WOS:000741367200029,,,,
2171,Trifon,Chervenkov,1020,WOS:001171481600001,,,,
2487,Yonka,Ivanova,1024,WOS:000602076500001,,,,
2426,Natalya,Usheva,1059,WOS:000668889500001,,,,
2146,Kristina,Bliznakova,1057,WOS:001135809500004,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:000950049300001,,,,
2370,Christina N.,Grupcheva,1026,WOS:000696914800005,,,,
2462,Yoto T.,Yotov,1036,WOS:000811569200756,,,,
2047,Galya M.,Mihaylova,1045,WOS:001057317500001,,,,
2276,Tanya,Stoeva,1035,WOS:001084059703429,,,,
2281,George S.,Stoyanov,1015,WOS:000806764200618,,,,
2273,Stanila,Stoeva,1051,WOS:000565239400007,,,,
2363,Slaveyah,Goranova,1009,WOS:000668425100004,,,,
2459,Marinela,Yordanova,1057,WOS:000659299700093,,,,
2315,Neli,Ermenlieva,1021,WOS:001153778000012,,,,
2176,Nikolay V.,Conev,1025,WOS:000819921700018,,,,
2253,Stanislav,Slavchev,1005,WOS:000642531200010,,,,
2557,Mihael,Enchev,1043,WOS:001295366700061,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:000555905005495,,,,
2047,Galya M.,Mihaylova,1045,WOS:000530686300001,,,,
2452,Galina,Yaneva,1046,WOS:000575508000009,,,,
2345,Lora Hristova,Georgieva,1059,WOS:000785980700017,,,,
2146,Kristina,Bliznakova,1057,WOS:001342991400001,,,,
2046,Silvia G.,Mihaylova,1008,WOS:001308835200001,,,,
2118,Genoveva,Balcheva,1039,WOS:000700377600036,,,,
2065,Ivaylo,Mitkovski,1027,WOS:000516713400008,,,,
2277,Temenuga,Stoeva,1021,WOS:001103891100001,,,,
2366,Evgeni,Grigorov,1048,WOS:000544417100001,,,,
2286,Tanya,Dimova,1049,WOS:001220594900001,,,,
2168,Gergana,Chausheva,1014,WOS:001283137200435,,,,
2378,Svetlana,Hristova,1017,WOS:001107398703289,,,,
2327,Kristiyan N.,Georgiev,1022,WOS:001205789100018,,,,
2253,Stanislav,Slavchev,1024,WOS:001139263200001,,,,
2457,Tsvetelina,Yordanova,1018,WOS:001084059703511,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:000611838100001,,,,
2306,Marina,Dyankova,1035,WOS:001084059703429,,,,
2106,Silviya P.,Nikolova,1059,WOS:000683441900040,,,,
2430,Zornitsa,Valcheva,1044,WOS:001153779900016,,,,
2330,Tihomir,Georgiev,1057,WOS:000802227900140,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:001384455400001,,,,
2253,Stanislav,Slavchev,1005,WOS:000598901600012,,,,
2406,Anton B.,Tonchev,1012,WOS:000784972300004,,,,
2276,Tanya,Stoeva,1035,WOS:001332779402403,,,,
2167,Sofiya,Chausheva,1035,WOS:000709355000144,,,,
2216,Maria A.,Radanova,1045,WOS:001057317500001,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:001363175504032,,,,
2162,Tatyana,Chalakova,1036,WOS:000830177800001,,,,
2429,Georgi N.,Valchev,1008,WOS:000853696400566,,,,
2395,Oskan,Tasinov,1045,WOS:000581865200068,,,,
2462,Yoto T.,Yotov,1036,WOS:001043122800353,,,,
2315,Neli,Ermenlieva,1021,WOS:000741367200008,,,,
2521,Aneliya,Klisarova,1035,WOS:001332779404065,,,,
2071,Emanuela,Moutafova,1055,WOS:000605268702009,,,,
2423,Maria,Tsvetkova,1020,WOS:001050507000212,,,,
2534,Asen,Yanchev,1025,WOS:000560368307066,,,,
2443,Yoanna,Velevska-Vatova,1019,WOS:001083230600002,,,,
2196,Vladina Miroslavova,Dimitrova,1063,WOS:000965042200062,,,,
2373,Mari,Hachmeriyan,1020,WOS:001366024301230,,,,
2097,Simona,Anzhel,1024,WOS:000793555800001,,,,
2420,Kaloyan,Tsochev,1028,WOS:000586140700001,,,,
2200,Pavlina,Peneva,1036,WOS:001109120504169,,,,
2133,Rouzha,Pancheva,1056,WOS:001151590800001,,,,
2480,Violeta,Iotova,1028,WOS:000689992500001,,,,
2260,Yoana,Sotirova,1050,WOS:001233530400001,,,,
2021,Emran,Lyutfi,1022,WOS:000531744000006,,,,
2094,Lyudmila,Angelova,1020,WOS:000741367200026,,,,
2199,Preslav,Penev,1027,WOS:000507690700002,,,,
2176,Nikolay V.,Conev,1025,WOS:000823826500229,,,,
2462,Yoto T.,Yotov,1036,WOS:000891914901377,,,,
2473,Hristina,Hristozova,1038,WOS:000854435700229,,,,
2232,Yoana,Rosenova,1046,WOS:000826862200001,,,,
2140,Tsonko,Paunov,1056,WOS:001153778000022,,,,
2145,Zhivko,Bliznakov,1057,WOS:000702879100002,,,,
2296,Klara G.,Dokova,1059,WOS:001342721400001,,,,
2302,Stela T.,Dragomanova,1051,WOS:001163422500002,,,,
2176,Nikolay V.,Conev,1025,WOS:001051965000001,,,,
2260,Yoana,Sotirova,1050,WOS:000774734100001,,,,
2373,Mari,Hachmeriyan,1020,WOS:000757783300001,,,,
2167,Sofiya,Chausheva,1035,WOS:001332779402282,,,,
2218,Mladena N.,Radeva,1026,WOS:000595645600003,,,,
2309,Deyan,Dzhenkov,1015,WOS:000691556300002,,,,
2426,Natalya,Usheva,1059,WOS:001153823000001,,,,
2480,Violeta,Iotova,1028,WOS:000882514800006,,,,
2306,Marina,Dyankova,1035,WOS:001332779404068,,,,
2044,Nikolay L.,Mihaylov,1055,WOS:001362153100001,,,,
2160,Milena,Bozhkova,1021,WOS:000996103400022,,,,
2094,Lyudmila,Angelova,1020,WOS:000880422900011,,,,
2028,Paraskeva,Mancheva,1061,WOS:000854370300001,,,,
2090,Velichka,Andonova,1050,WOS:001177072000001,,,,
2516,Albena,Kerekovska,1059,WOS:000575053900006,,,,
2420,Kaloyan,Tsochev,1028,WOS:000830177800001,,,,
2462,Yoto T.,Yotov,1036,WOS:000853696400566,,,,
2076,Neshe,Nazifova-Tasinova,1045,WOS:000560368304390,,,,
2385,Milena,Stoyanova,1020,WOS:000779367701355,,,,
2036,Elena,Marinova,1031,WOS:000672599906025,,,,
2525,Miglena,Kolarova,1056,WOS:001092365301501,,,,
2306,Marina,Dyankova,1035,WOS:001332779402403,,,,
2031,Dimitar B.,Marinov,1056,WOS:001196534100001,,,,
2106,Silviya P.,Nikolova,1059,WOS:000696914800005,,,,
2216,Maria A.,Radanova,1045,WOS:000530686300001,,,,
2406,Anton B.,Tonchev,1012,WOS:000599289100001,,,,
2133,Rouzha,Pancheva,1056,WOS:000831584900001,,,,
2467,Maria,Zhelyazkova-Savova,1029,WOS:000904938000008,,,,
2409,Albena,Toneva,1056,WOS:001294774000001,,,,
2113,Veselina,Panayotova,1047,WOS:001028025200001,,,,
2313,Yavor,Enchev,1023,WOS:000643098800013,,,,
2276,Tanya,Stoeva,1035,WOS:001332779404068,,,,
2281,George S.,Stoyanov,1015,WOS:000722090900003,,,,
2122,Yuliya,Bazdarska,1028,WOS:001366024301230,,,,
2183,Yana,Deyanova,1028,WOS:001091262801266,,,,
2146,Kristina,Bliznakova,1057,WOS:000886543600006,,,,
2306,Marina,Dyankova,1035,WOS:000577424101314,,,,
2524,Nikolay,Kolarov,1027,WOS:001153778000039,,,,
2295,Thorsten R.,Doeppner,1012,WOS:000784293000004,,,,
2167,Sofiya,Chausheva,1035,WOS:001084059700390,,,,
2279,Dragomir Svetozarov,Stoyanov,1025,WOS:001053772001303,,,,
2420,Kaloyan,Tsochev,1028,WOS:000521062000004,,,,
2140,Tsonko,Paunov,1056,WOS:001092365301501,,,,
2180,Zhivka,Dancheva,1035,WOS:001332779402404,,,,
2572,Lubomir T.,Lubomirov,1067,WOS:001332752500001,,,,
2115,Siyana,Atanasova,1042,WOS:000613951300002,,,,
2480,Violeta,Iotova,1028,WOS:001267314900102,,,,
2212,Hristo,Popov,1015,WOS:000709782000014,,,,
2187,Svetoslav,Dimitrov,1036,WOS:000850279007082,,,,
2496,Marya,Ivanova,1030,WOS:001138534100029,,,,
2309,Deyan,Dzhenkov,1015,WOS:000559768700015,,,,
